login,repo_name,file_path,commit_message
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,E:/xtext_repos_clone_new\cesarlaso_tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf\eclipse-emf-udima\es.udima.cesarlaso.tfm\model\Servers.ecore,Versión final presentada para el TFM
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,E:/xtext_repos_clone_new\cesarlaso_tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf\eclipse-emf-udima\es.udima.cesarlaso.tfm\model\Timers.ecore,Versión final presentada para el TFM
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,E:/xtext_repos_clone_new\cesarlaso_tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf\eclipse-emf-udima\es.udima.cesarlaso.tfm.dsl\src\es\udima\cesarlaso\tfm\Dsl.xtext,Versión final presentada para el TFM
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,E:/xtext_repos_clone_new\cesarlaso_tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf\eclipse-emf-udima\es.udima.cesarlaso.tfm.dsl2\src\es\udima\cesarlaso\tfm\Dsl2.xtext,Versión final presentada para el TFM
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,E:/xtext_repos_clone_new\cesarlaso_tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf\TFM\ejemplos\Dsl.xtext,Versión final presentada para el TFM
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,E:/xtext_repos_clone_new\cesarlaso_tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf\TFM\ejemplos\estado_cuestion_events.ecore,Versión final presentada para el TFM
ElBilbao,DSL-Wizard-Creator,E:/xtext_repos_clone_new\ElBilbao_DSL-Wizard-Creator\wizard\model\wizard.ecore,Init publish
ElBilbao,DSL-Wizard-Creator,E:/xtext_repos_clone_new\ElBilbao_DSL-Wizard-Creator\wizard.xtext\src\wizard\Wizard.xtext,Init publish
ScytherTool,dsl,E:/xtext_repos_clone_new\ScytherTool_dsl\ScytherDSL\model\generated\Scyther.ecore,Initial commit
ScytherTool,dsl,E:/xtext_repos_clone_new\ScytherTool_dsl\ScytherDSL\src\com\samjakob\Scyther.xtext,Make a start on semantic highlighting,Initial commit
uqbar-project,xtext-tortuga-lang,E:/xtext_repos_clone_new\uqbar-project_xtext-tortuga-lang\org.uqbar.paco.dsl.tortuga\model\generated\TortugaDSL.ecore, moving the code from svn
uqbar-project,xtext-tortuga-lang,E:/xtext_repos_clone_new\uqbar-project_xtext-tortuga-lang\org.uqbar.paco.dsl.tortuga\src\org\uqbar\paco\dsl\TortugaDSL.xtext, moving the code from svn
gvd,xtext-sm,E:/xtext_repos_clone_new\gvd_xtext-sm\com.ghvandoorn.xtext.statemachine\src\com\ghvandoorn\xtext\statemachine\Dsl.xtext,Initial state-machine grammar,Hello world DSL
gvd,xtext-sm,E:/xtext_repos_clone_new\gvd_xtext-sm\com.ghvandoorn.xtext.statemachine\src-gen\com\ghvandoorn\xtext\statemachine\Dsl.ecore,Ecode model generation using MWE2 generator
meysholdt,e4dsl,E:/xtext_repos_clone_new\meysholdt_e4dsl\org.eclipse.e4.ui.model.workbench.xtext\src\org\eclipse\e4\ui\model\workbench\TextualWorkbench.ecore,move the Ecore package into the language bundle
meysholdt,e4dsl,E:/xtext_repos_clone_new\meysholdt_e4dsl\org.eclipse.e4.ui.model.workbench.xtext\src\org\eclipse\e4\ui\model\workbench\TextualWorkbench.xtext,move the Ecore package into the language bundle,corrected file modes,Added source code as presented at the EclipseCon 2010
akademia,ontouml-xtext,E:/xtext_repos_clone_new\akademia_ontouml-xtext\src\br\ufes\inf\nemo\ontouml\dslontouml\DSL.xtext,initial commit
pablitar,firewall-xtext,E:/xtext_repos_clone_new\pablitar_firewall-xtext\edu.tadp.firewall\aFirewall.firewall,Initial import
pablitar,firewall-xtext,E:/xtext_repos_clone_new\pablitar_firewall-xtext\edu.tadp.firewall\src\edu\tadp\firewall\Firewalll.xtext,Initial import
sahrmann,xtext-json,E:/xtext_repos_clone_new\sahrmann_xtext-json\ps.xtext.json\src\ps\xtext\json\JSON.xtext,First Commit
santoshdeshpande,wwf-xtext,E:/xtext_repos_clone_new\santoshdeshpande_wwf-xtext\com.jda.webworks.config\src\com\jda\webworks\config\Config.xtext,Initial commit of files from the existing project
t-buss,mgpl_xtext,E:/xtext_repos_clone_new\t-buss_mgpl_xtext\mgpl_xtext\src\MGPL\MGPL.xtext,Created empty xtext project from template
kuniss,Aqua,E:/xtext_repos_clone_new\kuniss_Aqua\de.gammarcraft.aqua\model\generated\Aqua.ecore,initial commit
kuniss,Aqua,E:/xtext_repos_clone_new\kuniss_Aqua\de.gammarcraft.aqua\src\de\gammarcraft\aqua\Aqua.xtext,initial commit
Scholvac,EclipseTaskJuggler,E:/xtext_repos_clone_new\Scholvac_EclipseTaskJuggler\EclipseTaskJuggler.dsl\model\generated\ETJ.ecore,inital commit
Scholvac,EclipseTaskJuggler,E:/xtext_repos_clone_new\Scholvac_EclipseTaskJuggler\EclipseTaskJuggler.dsl\src\de\sos\etj\ETJ.xtext,inital commit
Scholvac,EclipseTaskJuggler,E:/xtext_repos_clone_new\Scholvac_EclipseTaskJuggler\EclipseTaskJuggler.dsl\target\classes\de\sos\etj\ETJ.xtext
Scholvac,EclipseTaskJuggler,E:/xtext_repos_clone_new\Scholvac_EclipseTaskJuggler\etj-test\test.tjp,inital commit
rainerschuster,sygus-ide,E:/xtext_repos_clone_new\rainerschuster_sygus-ide\com.rainerschuster.sygus\src\com\rainerschuster\sygus\SyGuS.xtext,Some cleanup.,Initial commit.
Communote,communote-restws,E:/xtext_repos_clone_new\Communote_communote-restws\com.communote.restws\src\com\communote\restws\RestWebservice.xtext,[Feature] support for contentType definitions as used by Communote REST API versions newer than 1.3,initial commit
JoostvanPinxten,SDF3-editor,E:/xtext_repos_clone_new\JoostvanPinxten_SDF3-editor\examples\h263decoder.sdf3,Fix typos in the port and actor names (in the channel definitions).,Move examples to root
JoostvanPinxten,SDF3-editor,E:/xtext_repos_clone_new\JoostvanPinxten_SDF3-editor\nl.tue.ele.es.sdf3.editor\model\generated\SDF3.ecore,Fix typo in relationship name (soure => source),"Initial version of simple SDF graph. Can determine actors and channels and connections between them, with corresponding rates and initial tokens."
JoostvanPinxten,SDF3-editor,E:/xtext_repos_clone_new\JoostvanPinxten_SDF3-editor\nl.tue.ele.es.sdf3.editor\src\nl\tue\ele\es\sdf3\editor\SDF3.xtext,Fix typo in relationship name (soure => source),"Initial version of simple SDF graph. Can determine actors and channels and connections between them, with corresponding rates and initial tokens."
atanaka,experimental-rmodp-dsl,E:/xtext_repos_clone_new\atanaka_experimental-rmodp-dsl\org.xtext.example.rmodp\src\org\xtext\example\rmodp\RmOdp.xtext,First Commit
atanaka,experimental-rmodp-dsl,E:/xtext_repos_clone_new\atanaka_experimental-rmodp-dsl\org.xtext.example.rmodp\src-gen\org\xtext\example\rmodp\RmOdp.ecore,First Commit
atanaka,experimental-rmodp-dsl,E:/xtext_repos_clone_new\atanaka_experimental-rmodp-dsl\sample\clinic.rmodp,First Commit
leolimasa,reqlang,E:/xtext_repos_clone_new\leolimasa_reqlang\reqlang\model\generated\ReqLang.ecore,added project
leolimasa,reqlang,E:/xtext_repos_clone_new\leolimasa_reqlang\reqlang\src\com\leo_sa\ReqLang.xtext,added project
helunwencser,PAOC,E:/xtext_repos_clone_new\helunwencser_PAOC\org.xtext.example.mydsl\model\generated\MyDsl.ecore,PAOC_commit
helunwencser,PAOC,E:/xtext_repos_clone_new\helunwencser_PAOC\org.xtext.example.mydsl\src\org\xtext\example\mydsl\MyDsl.xtext,PAOC_commit
rainerschuster,tlsf-ide,E:/xtext_repos_clone_new\rainerschuster_tlsf-ide\com.rainerschuster.tlsf\src\com\rainerschuster\tlsf\TLSF.xtext,Initial commit.
rainerschuster,asdl-ide,E:/xtext_repos_clone_new\rainerschuster_asdl-ide\com.rainerschuster.asdl\src\com\rainerschuster\asdl\Asdl.xtext,Initial commit
marcusphi,polopoly-dsl,E:/xtext_repos_clone_new\marcusphi_polopoly-dsl\com.polopoly.ps.dsl.textcontent\example.content,Commit first version of textcontent
marcusphi,polopoly-dsl,E:/xtext_repos_clone_new\marcusphi_polopoly-dsl\com.polopoly.ps.dsl.textcontent\src\com\polopoly\ps\dsl\TextContent.xtext,Commit first version of textcontent
marcusphi,polopoly-dsl,E:/xtext_repos_clone_new\marcusphi_polopoly-dsl\com.polopoly.ps.dsl.textcontent\src-gen\com\polopoly\ps\dsl\TextContent.ecore,Commit first version of textcontent
stolorz,RankPL-EclipsePlugin,E:/xtext_repos_clone_new\stolorz_RankPL-EclipsePlugin\pl.stolorz.dsl.rankpl\model\generated\RankPL.ecore,first semi-functional plugin version
stolorz,RankPL-EclipsePlugin,E:/xtext_repos_clone_new\stolorz_RankPL-EclipsePlugin\pl.stolorz.dsl.rankpl\src\pl\stolorz\dsl\rankpl\RankPL.xtext,first semi-functional plugin version
abieren,MDSD-Xtext-Project-for-JavaFX,E:/xtext_repos_clone_new\abieren_MDSD-Xtext-Project-for-JavaFX\org.xtext.example.mydsl\model\generated\MyDsl.ecore,added feature to give every element inside a layout a fixed size,implemented syntax and generator,"recreated project, used existing Xtext grammar for model, generated Xtext artifacts"
abieren,MDSD-Xtext-Project-for-JavaFX,E:/xtext_repos_clone_new\abieren_MDSD-Xtext-Project-for-JavaFX\org.xtext.example.mydsl\src\org\xtext\example\mydsl\MyDsl.xtext,added feature to give every element inside a layout a fixed size,implemented syntax and generator,"recreated project, used existing Xtext grammar for model, generated Xtext artifacts",created Xtext project
George-6629,Lobster-language-conversion-sql-language-based-on-Xtext,E:/xtext_repos_clone_new\George-6629_Lobster-language-conversion-sql-language-based-on-Xtext\kcl.mmdd.course.languages.lobster\model\generated\LobsterLanguages.ecore,first commit
George-6629,Lobster-language-conversion-sql-language-based-on-Xtext,E:/xtext_repos_clone_new\George-6629_Lobster-language-conversion-sql-language-based-on-Xtext\kcl.mmdd.course.languages.lobster\src\kcl\mmdd\course\languages\lobster\LobsterLanguages.xtext,first commit
uqbar-paco,firewall-dsls-externos-xtext,E:/xtext_repos_clone_new\uqbar-paco_firewall-dsls-externos-xtext\builder\edu.tadp.firewall\aFirewall.firewall,Builder
uqbar-paco,firewall-dsls-externos-xtext,E:/xtext_repos_clone_new\uqbar-paco_firewall-dsls-externos-xtext\builder\edu.tadp.firewall\src\edu\tadp\firewall\Firewalll.xtext,Builder
uqbar-paco,firewall-dsls-externos-xtext,E:/xtext_repos_clone_new\uqbar-paco_firewall-dsls-externos-xtext\builder\edu.tadp.firewall\src-gen\edu\tadp\firewall\Firewalll.ecore,Builder
uqbar-paco,firewall-dsls-externos-xtext,E:/xtext_repos_clone_new\uqbar-paco_firewall-dsls-externos-xtext\generacion-codigo\edu.tadp.firewall\src\edu\tadp\firewall\Firewalll.xtext,proyecto de generacion de codigo
uqbar-paco,firewall-dsls-externos-xtext,E:/xtext_repos_clone_new\uqbar-paco_firewall-dsls-externos-xtext\generacion-codigo\edu.tadp.firewall\src-gen\edu\tadp\firewall\Firewalll.ecore,proyecto de generacion de codigo
uqbar-paco,firewall-dsls-externos-xtext,E:/xtext_repos_clone_new\uqbar-paco_firewall-dsls-externos-xtext\generacion-codigo\firewall\src\ar\edu\tadp\firewall\examples\MiFirewallLoco.firewall,proyecto de generacion de codigo
Mehdi23,FlexoModelingLanguage,E:/xtext_repos_clone_new\Mehdi23_FlexoModelingLanguage\org.xtext.example.FlexoLanguage\src\org\xtext\example\mydsl\FML.xtext,new,new
Mehdi23,FlexoModelingLanguage,E:/xtext_repos_clone_new\Mehdi23_FlexoModelingLanguage\org.xtext.example.FlexoLanguage\src-gen\org\xtext\example\mydsl\FML.ecore,new,new
sbrocard,statemachine-generator,E:/xtext_repos_clone_new\sbrocard_statemachine-generator\net.sb.statemachine.dsl\src\net\sb\statemachine\dsl\Stm.xtext,group statemachine in one subfolder
sbrocard,statemachine-generator,E:/xtext_repos_clone_new\sbrocard_statemachine-generator\net.sb.statemachine.dsl\src-gen\net\sb\statemachine\dsl\Stm.ecore,group statemachine in one subfolder
sbrocard,statemachine-generator,E:/xtext_repos_clone_new\sbrocard_statemachine-generator\net.sb.statemachine.generator.sample\model\gamemanager\gamemanager.stm,add sample and ui plugin to launch the generation from Eclipse
sbrocard,statemachine-generator,E:/xtext_repos_clone_new\sbrocard_statemachine-generator\net.sb.statemachine.generator.sample\model\guiMenus\guiMenus.stm,add sample and ui plugin to launch the generation from Eclipse
sbrocard,statemachine-generator,E:/xtext_repos_clone_new\sbrocard_statemachine-generator\net.sb.statemachine.generator.sample\model\spacehulk\spacehulk.stm,add sample and ui plugin to launch the generation from Eclipse
Webastronaut,mgpl,E:/xtext_repos_clone_new\Webastronaut_mgpl\runtime-EclipseApplication\mgpl\src\Invaders.mgpl,added workspaces
Webastronaut,mgpl,E:/xtext_repos_clone_new\Webastronaut_mgpl\runtime-EclipseApplication\mgpl\src\Pong.mgpl,added workspaces
Webastronaut,mgpl,E:/xtext_repos_clone_new\Webastronaut_mgpl\workspace\mgpl\model\generated\MGPL.ecore,added workspaces
Webastronaut,mgpl,E:/xtext_repos_clone_new\Webastronaut_mgpl\workspace\mgpl\src\mgpl\MGPL.xtext,added workspaces
magick93,xtext,E:/xtext_repos_clone_new\magick93_xtext\org.domaindriven.dsl.parent\org.domaindriven.dsl\src\main\java\org\domaindriven\dsl\Ddd.xtext,Initial commit
magick93,xtext,E:/xtext_repos_clone_new\magick93_xtext\org.domaindriven.dsl.parent\org.domaindriven.dsl\target\classes\org\domaindriven\dsl\Ddd.xtext,Initial commit
magick93,xtext,E:/xtext_repos_clone_new\magick93_xtext\org.domaindriven.model.dsl.parent\org.domaindriven.model.dsl\src\main\java\org\domaindriven\model\dsl\Ddd.xtext,Initial commit
magick93,xtext,E:/xtext_repos_clone_new\magick93_xtext\org.domaindriven.model.dsl.parent\org.domaindriven.model.dsl\target\classes\org\domaindriven\model\dsl\Ddd.xtext,Initial commit
blue995,xtext-orm,E:/xtext_repos_clone_new\blue995_xtext-orm\de.tobias_blaufuss.persistence\src\de\tobias_blaufuss\persistence\Persistence.xtext,Clean relationships for hibernate,First approach of Java Hibernate + 'Configs',New bidirectional and unidirectional syntax + checking rules for valid back population,Reduced redundancy in grammar and adjusted generator,"Improved generator, all field types will now be generated, TODO: Use alter if a cyclic dependency occurs",Initial Commit: Only 'property fields' will be generated
blue995,xtext-orm,E:/xtext_repos_clone_new\blue995_xtext-orm\examples\src\datatypes.pmodel,Clean relationships for hibernate,Hibernate first version,First approach of Java Hibernate + 'Configs',New bidirectional and unidirectional syntax + checking rules for valid back population,Example model
